M1,M2,mu,m_chi1,m_chi2,tanb,m_A,m_H,BR_bsg,Omega_h2,sigma_SI,sigma_SD,chi2,weight,label
623.814,1168.74,1459.83,642.708,1058.8,27.9793,1929.13,1632.16,0.000339063,0.0741983,3.84644e-09,4.70044e-08,19.8087,3.67855,1
80.1355,303.391,591.85,80.9928,256.135,16.8927,751.313,733.687,0.000374395,0.120569,6.23751e-09,4.0802e-08,26.3392,6.36164,0
530.262,1091.78,1275.95,544.827,826.556,13.8602,691.393,890.503,0.00037417,0.186971,6.05908e-09,6.33525e-08,30.6086,1.75814,0
344.48,908.516,663.355,374.539,735.128,22.8346,1260.9,1363.11,0.000358258,0.105968,4.27689e-09,3.9974e-08,21.4264,1.94243,1
915.21,1575.6,2168.72,876.159,1321.74,9.62702,560.777,753.444,0.000352852,0.0814238,3.42728e-09,4.38882e-08,16.0449,2.11692,1
547.264,1037.35,1300.45,509.899,902.967,33.7744,1848.06,1975.32,0.000317947,0.096325,2.55082e-09,2.03608e-08,19.4306,0.3178,1
267.854,678.651,889.987,281.813,630.455,20.7559,861.372,990.187,0.000353925,0.141949,5.00722e-09,5.1109e-08,21.9177,1.36573,1
388.957,726.807,866.638,348.341,687.513,12.2244,849.256,918.35,0.000362244,0.0912649,4.42997e-09,4.21271e-08,21.8638,4.7384,1
-11.5836,706.152,176.166,82.8844,430.643,12.4848,779.53,915.107,0.000379088,0.0438275,1.6469e-09,1.85842e-08,24.5908,2.28866,0
454.231,847.09,819.952,326.634,688.491,34.1261,2419.89,2026.36,0.000276851,0.0730742,3.3153e-09,2.57135e-08,22.6482,4.25213,0
225.458,751.085,651.837,280.334,587.793,33.1875,1734.83,1308.88,0.000334199,0.15993,6.18796e-09,5.34684e-08,22.5726,2.16351,0
221.61,713.266,789.989,245.646,516.45,12.8014,198.486,498.918,0.00034531,0.0919635,4.29237e-09,3.6243e-08,29.9991,4.26891,0
217.48,491.658,690.448,250.913,719.845,35.6026,1671.24,1926.47,0.000306812,0.0586065,2.19703e-09,3.06354e-08,27.0946,0.924934,0
778.842,1115.93,1278.29,662.051,1047.19,24.2603,1319.52,922.765,0.000376095,0.133824,7.06245e-09,6.41284e-08,23.0702,1.82775,0
621.2,1077.45,1019.68,493.841,976.199,46.5142,2063.88,2517.31,0.000313036,0.133335,7.47198e-09,6.09666e-08,17.5638,3.90624,1
658.279,1319.21,1143.96,589.346,1053.96,22.6192,1146.31,1513.02,0.000338118,0.0771354,2.87203e-09,3.02954e-08,24.8047,6.96184,0
644.781,929.891,1309.83,580.477,978.15,41.9553,1953.29,2188.27,0.000304518,0.0845435,2.83556e-09,3.52484e-08,29.921,0.51764,0
257.743,593.318,817.103,184.696,496.229,26.5844,1612.42,1933.85,0.000294216,0.0511045,5.78896e-10,5.50496e-10,32.7745,4.76215,0
454.445,813.038,985.991,426.611,843.55,43.8914,3067.99,2415.92,0.000283549,0.0683452,3.97474e-09,3.4539e-08,23.9588,2.2392,0
508.732,867.542,1171.5,476.196,929.464,26.2489,1357.81,1038.94,0.000303841,0.128594,8.47691e-09,6.18166e-08,16.3195,2.00339,1
118.561,851.763,693.542,279.936,487.119,12.5365,1120.61,1326.2,0.00036521,0.120899,4.62786e-09,6.16115e-08,24.0285,0.770683,0
506.711,818.73,1271.12,507.054,857.101,30.4333,1755.94,1863.44,0.000313802,0.186806,5.96372e-09,3.97431e-08,19.5196,2.25612,1
579.987,958.819,871.733,422.38,962.964,37.9449,2222.74,1868.02,0.000288518,0.161211,8.61764e-09,5.23898e-08,18.0259,2.58284,1
401.634,850.934,926.126,430.987,655.03,29.2107,2271.05,2279.45,0.000327852,0.107655,3.45961e-09,1.88836e-08,22.307,4.25647,0
299.658,753.329,597.409,296.459,721.026,37.3313,2322.49,2284.53,0.000300901,0.0866871,3.63504e-09,2.15374e-08,17.5437,3.17224,1
408.226,849.561,1143.86,331.31,635.085,23.0259,1332.48,1381.15,0.000316505,0.137789,6.16304e-09,4.75087e-08,23.3315,2.73669,0
115.485,583.202,650.703,257.914,670.166,25.8626,1720.78,1792.55,0.000326625,0.166387,8.21732e-09,5.62597e-08,21.5982,3.96307,1
294.118,514.34,850.744,245.825,599.879,21.5337,1430.27,1791.66,0.000347114,0.155575,7.31315e-09,5.52241e-08,24.9666,1.59235,0
660.862,1257.22,1432.8,619.057,1100.52,41.8509,2120.5,2308.95,0.000302282,0.143334,5.7517e-09,5.47867e-08,27.707,2.16636,0
72.3377,474.06,264.59,162.779,439.819,27.6188,2069.45,2198.04,0.000288968,0.0834021,3.23717e-09,5.04886e-08,25.5156,0.217058,0
525.344,1048.55,681.759,467.132,865.004,21.1645,1874.73,1434.28,0.000303492,0.132602,5.47216e-09,5.57137e-08,16.262,4.24896,1
673.972,944.278,1493.67,555.529,1037.67,28.2137,1587.77,1578.35,0.000340504,0.171687,5.71627e-09,4.20925e-08,17.005,1.30459,1
261.401,602.939,736.449,248.429,652.48,35.0953,1527.95,1789.22,0.000300365,0.142399,5.48429e-09,5.49443e-08,24.3845,5.92225,0
-8.52224,437.609,394.035,9.5814,348.457,14.4997,910.972,1015.06,0.000332148,0.0458728,4.91894e-10,2.05342e-08,25.3198,3.14556,0
210.706,632.089,652.088,284.368,457.807,18.8812,895.809,1407.86,0.000307247,0.0654076,3.82099e-09,3.02378e-08,25.0446,0.0590613,0
620.086,1178.22,1278.32,535.516,1067.36,26.7173,1717.03,1657.27,0.000332178,0.0272037,2.98206e-09,-1.09449e-08,28.7016,3.56284,0
608.77,952.323,1205.6,440.4,799.594,24.6159,1366.35,1253.25,0.000323187,0.135743,5.77311e-09,4.01083e-08,18.6074,1.64172,1
371.77,702.759,845.42,351.674,766.943,31.7396,2141.98,1768.3,0.000319384,0.0945005,4.75759e-09,3.95466e-08,27.3387,4.25586,0
252.362,684.864,891.017,302.792,458.494,29.2849,1897.2,2181.63,0.000308735,0.127023,7.8159e-09,4.33983e-08,17.2182,4.12231,1
440.962,780.933,801.651,424.927,830.079,26.1076,1499.81,1742.17,0.00036087,0.194096,9.43177e-09,5.97335e-08,18.4631,0.511681,1
476.39,701.062,1038.04,406.097,900.821,29.324,1934.68,1311.27,0.000310862,0.140638,4.33535e-09,5.81157e-08,21.4918,2.00862,1
293.986,619.623,841.134,347.092,563.442,7.49079,797.297,656.53,0.000404981,0.143842,6.02585e-09,5.02849e-08,22.7388,1.06747,0
133.609,537.745,437.603,233.904,566.976,46.8856,2339.64,1793.83,0.000309618,0.114581,2.66418e-09,4.79009e-08,27.3296,10.596,0
292.518,688.67,768.435,366.71,823.413,19.2773,1092.59,1243.09,0.000332969,0.17711,8.07341e-09,6.38775e-08,17.5458,7.55282,1
295.195,673.752,625.119,181.125,585.443,31.7255,1979.27,2037.41,0.000301343,0.0863696,5.04017e-09,2.66783e-08,23.3263,1.37842,0
433.704,940.365,1053.77,443.651,834.616,22.4012,1717.79,1389.28,0.00034464,0.0849095,4.01689e-09,2.52803e-08,33.9122,1.67287,0
99.5271,458.056,410.506,105.036,522.092,33.6335,1805.88,1317.78,0.00030545,0.199578,7.57863e-09,5.40938e-08,21.5858,2.43339,1
429.651,688.84,1191.23,389.473,907.671,24.4729,1563.74,938.875,0.000333618,0.101178,7.61604e-09,5.48708e-08,17.7226,1.84748,1
490.302,942.153,720.591,378.622,811.29,49.3392,3229.72,3272.2,0.000268453,0.11343,4.90139e-09,3.74755e-08,21.1062,0.384747,1
192.95,391.295,578.313,169.534,472.174,12.738,798.883,795.682,0.00036503,0.0441903,2.79597e-10,1.18912e-08,31.6439,0.138399,0
318.214,293.98,824.322,265.377,367.365,22.3367,1203.8,1061.21,0.000315921,0.137224,5.9768e-09,4.46706e-08,26.0007,8.56391,0
454.072,863.186,1232.35,384.211,672.325,39.6631,2119.96,1826.23,0.000277486,0.108772,5.57729e-09,3.79629e-08,29.5579,1.37059,0
393.19,935.786,717.293,453.557,864.385,19.3784,1279.18,1331.92,0.000338243,0.117283,4.42167e-09,3.31056e-08,22.1296,1.56126,1
625.037,1316.51,1638.32,657.081,1029.36,37.1405,2056.73,2060.98,0.000302278,0.149348,4.1761e-09,4.35932e-08,17.0666,2.68825,1
146.985,369.889,914.119,130.21,510.722,17.1117,1038.13,1065.19,0.000353451,0.105609,3.7051e-09,4.41011e-08,29.5986,1.86863,0
498.875,916.325,1041.01,442.012,896.272,12.263,545.946,825.172,0.000406513,0.106325,2.72772e-09,4.15902e-08,22.6294,1.55963,0
-61.78,497.279,206.252,83.2454,266.644,22.608,1341.72,1697.09,0.000322523,0.149736,6.879e-09,4.71466e-08,24.5421,5.60632,0
164.057,742.104,887.953,259.628,530.654,18.8063,1427.54,1555.02,0.000330629,0.104893,2.70457e-09,3.30124e-08,26.4007,2.15005,0
599.601,1064.71,1557.56,483.104,1168.02,17.4799,1525.41,1645.63,0.000300256,0.124251,3.40044e-09,4.37568e-08,28.8126,2.13755,0
212.913,652.209,843.502,236.211,411.389,32.5977,1266.71,1321.82,0.000320448,0.0459198,4.41323e-09,1.21832e-08,21.4578,5.50336,1
172.263,571.056,465.411,230.474,366.031,19.7426,1346.74,1808.91,0.000349757,0.0850404,8.9196e-10,2.286e-08,19.9486,1.28568,1
537.512,1116.12,879.548,473.783,875.283,18.1856,1186.63,1197.52,0.000377658,0.175541,7.84215e-09,2.2695e-08,24.8085,0.330217,0
404.311,628.017,946.509,307.131,579.215,23.8172,1348.21,1622.2,0.000332117,0.102169,3.70851e-09,2.23044e-08,24.1786,3.68462,0
666.47,827.932,1312.33,533.193,1120.53,35.4285,1979.4,2440.25,0.000295291,0.048687,2.18079e-09,2.48405e-08,22.6486,1.62659,0
243.22,731.616,731.962,360.712,683.97,29.0536,1739.37,1624.98,0.000337047,0.0851688,3.87933e-09,2.53998e-08,27.0495,2.78372,0
575.761,993.074,1090.64,505.359,1014.49,19.3616,1813.63,1278.91,0.000333519,0.132539,8.1349e-09,4.84298e-08,19.5859,1.09273,1
635.124,1143.94,880.222,561.522,1061.94,26.2709,2103.03,2016.63,0.000327113,0.156915,6.66215e-09,6.55654e-08,21.7024,3.83953,1
460.825,924.23,1008.71,383.082,774.673,9.87599,1079.34,1060.15,0.000335815,0.062821,7.58133e-10,9.80904e-09,13.8538,3.29512,1
291.424,685.036,897.228,344.175,695.452,29.2161,1668.43,1541.42,0.000333054,0.130704,4.77295e-09,2.70302e-08,26.5652,2.32194,0
310.08,767.56,950.207,418.917,635.352,32.6381,1834.58,1569.95,0.00032424,0.143301,4.5493e-09,4.61995e-08,28.6603,9.39905,0
270.13,656.429,600.012,258.259,585.742,21.4518,1623.96,1188.99,0.000323422,0.0141231,3.98026e-09,2.25573e-09,24.279,3.36199,0
467.593,844.035,870.036,355.862,676.995,31.4583,2049.81,2169.66,0.000288746,0.0333481,4.57829e-09,3.64798e-08,21.6765,1.92147,1
235.871,748.878,427.917,299.417,483.516,22.8609,1184.99,1039.93,0.00034096,0.112234,3.28882e-09,3.16891e-08,20.9093,0.960515,1
432.43,637.611,1027.44,344.121,778.781,19.6106,1335.58,1194.24,0.000313145,0.120234,3.96302e-09,4.61299e-08,16.907,3.25947,1
452.36,830.419,814.075,317.551,761.399,33.522,1724.98,1326.31,0.000280449,0.212555,9.44127e-09,6.16092e-08,11.5437,1.34444,1
542.373,848.853,967.319,444.026,930.604,19.6883,1707.66,1880.5,0.000347308,0.147636,8.32314e-09,4.59248e-08,22.9478,3.38331,0
678.225,972.447,1239.87,513.168,1129.41,23.3945,1398.05,1433.31,0.000358509,0.112439,5.59127e-09,4.89745e-08,23.7102,0.42146,0
100.843,302.148,372.756,85.2758,433.574,22.1513,1544.44,1558.75,0.000344053,0.106528,3.47594e-09,3.15614e-08,16.7737,0.341197,1
621.672,1422.28,1229.79,634.296,1228.73,24.2468,1319.69,1412.22,0.000296371,0.121272,4.60104e-09,4.87029e-08,23.2251,8.87621,0
627.255,957.762,1246.49,590.09,966.202,10.4691,915.643,1343.15,0.000376299,0.11774,5.33954e-09,2.58867e-08,27.6268,3.97007,0
423.74,984.3,852.574,394.852,919.866,32.5759,2102.9,2284.97,0.000308243,0.0895026,3.53366e-09,3.35899e-08,22.2982,2.02906,1
435.281,871.773,878.928,358.739,852.21,47.3497,2873.75,2872.1,0.000212499,0.157415,5.50667e-09,4.78744e-08,26.3897,3.44091,0
218.944,544.632,387.931,229.861,568.147,14.6184,1402.01,1273.27,0.000343955,0.144085,7.76092e-09,3.69492e-08,23.9108,7.42105,0
36.1785,448.24,353.212,204.703,350.828,26.5655,1227.18,910.274,0.00036822,0.123889,4.87137e-09,5.50326e-08,22.9534,4.06308,0
210.332,469.483,614.741,196.353,591.327,30.0668,1837.19,2000.77,0.000305042,0.136579,8.34295e-09,3.10714e-08,24.4353,2.90202,0
322.745,717.644,624.225,211.586,587.486,6.44389,787.344,725.795,0.00037433,0.0960749,6.07328e-09,4.19836e-08,28.9214,4.0506,0
205.834,789.498,915.291,284.756,638.978,18.1159,1122.45,1035.5,0.00034109,0.147581,6.21453e-09,6.05629e-08,19.2402,1.72336,1
568.683,880.702,862.728,437.375,813.436,33.6887,1609.52,1730.07,0.000298892,0.142004,3.83853e-09,4.97481e-08,20.0919,3.75918,1
95.5748,509.198,189.332,216.396,334.716,30.9328,1556.32,1416.61,0.000314897,0.157356,5.27819e-09,4.89013e-08,28.535,13.0399,0
411.788,761.589,892.592,365.266,784.525,29.3071,1387.56,1350.02,0.000286327,0.111139,5.09863e-09,4.39119e-08,21.2696,1.00265,1
456.92,1054.09,1185.46,354.336,781.948,38.1824,2450.73,2806.87,0.000310496,0.069857,1.24676e-09,2.77076e-08,24.4638,3.7722,0
650.746,1042.6,985.938,562.232,1250.52,30.2126,1928.98,2043.81,0.000333761,0.0776591,3.77577e-09,5.67988e-08,17.4942,2.06903,1
260.905,483.163,620.631,262.265,549.179,24.1194,959.491,1194.4,0.000365914,0.185537,7.48698e-09,7.54578e-08,19.0812,1.0838,1
397.463,638.901,623.757,301.926,554.134,32.0999,1879.95,1885.85,0.000298342,0.128913,6.08386e-09,4.68382e-08,17.3313,2.79387,1
50.584,439.625,181.875,71.3892,316.832,26.7209,1758.07,1606.93,0.000314554,0.191638,9.40488e-09,4.91666e-08,16.1365,7.24768,1
144.129,221.245,409.027,149.841,356.646,19.2321,1516.37,1797.6,0.000298416,0.195967,1.04503e-08,6.18966e-08,18.2286,3.77803,1
310.43,624.587,918.109,308.756,371.241,37.578,1951.16,1963.45,0.000341795,0.155648,7.72117e-09,5.41071e-08,21.6591,6.96357,1
511.097,918.945,1422.34,505.367,957.157,25.7913,2060.67,2009.06,0.000287887,0.0724677,1.02272e-09,1.30473e-08,21.0034,3.81542,1
297.94,817.843,956.851,313.06,672.219,27.8795,1164.26,1254.78,0.000324199,0.130386,6.42647e-09,2.68792e-08,21.2573,1.14033,1
619.753,1144.26,1325.37,569.274,1081.01,36.7198,2170.63,1910.8,0.000321716,0.0841136,4.93711e-09,5.0483e-08,22.7297,1.19343,0
545.213,1154.32,833.314,473.571,1117.86,34.425,1470.14,1788.13,0.000337039,0.151602,5.66084e-09,3.98088e-08,20.2139,2.12015,1
204.315,521.362,576.624,195.689,463.906,17.4678,1029.33,1566.1,0.000352651,0.120984,8.23333e-09,6.41424e-08,23.4989,2.00218,0
142.346,578.34,696.543,237.228,699.545,23.1156,1173.8,1271.4,0.00029722,0.11576,4.27496e-09,2.79765e-08,22.5549,4.2101,0
188.417,211.91,719.29,116.253,551.276,-0.674062,327.863,103.155,0.000424107,0.091025,2.93014e-09,3.11323e-08,22.4841,1.31995,0
576.849,907.763,847.581,465.287,854.702,14.9851,968.3,660.083,0.000372035,0.125226,6.93271e-09,2.93515e-08,21.3794,2.15886,1
349.309,739.549,951.923,223.28,604.611,16.9747,1053.29,771.277,0.000381363,0.148457,5.89898e-09,4.37535e-08,22.4055,2.44392,0
378.624,714.853,692.77,428.41,717.055,24.8197,1616.46,1363.17,0.000307267,0.119992,5.72174e-09,2.5405e-08,18.6434,0.120779,1
347.291,757.237,708.37,291.491,717.157,24.7025,1437.44,1084.65,0.000295325,0.13734,4.14493e-09,3.88582e-08,30.2323,8.57824,0
293.288,480.163,380.72,167.485,709.856,8.49126,822.586,1456.86,0.000377832,0.11335,4.0286e-09,3.72425e-08,20.7479,2.76951,1
479.639,1082.05,1120.55,505.185,898.967,24.9519,1633.43,1601.74,0.000328978,0.133389,8.14596e-09,5.46733e-08,17.9874,3.64217,1
708.38,1567.43,1466.8,744.906,1325.73,21.6356,1504.96,1356.82,0.00038241,0.110057,2.86847e-09,3.05696e-08,25.1944,1.08058,0
-10.0274,297.565,240.334,-31.2762,183.959,13.8853,790.098,825.14,0.000362106,0.0872673,4.47304e-09,3.79236e-08,25.0212,3.82019,0
429.321,994.996,1010.65,468.321,922.059,37.5047,2757.84,2548.33,0.000276617,0.126671,6.64724e-09,4.42813e-08,22.5871,1.9134,0
266.49,782.419,1240.96,335.488,808.533,38.4728,2348.12,2605.01,0.000257233,0.130541,6.9865e-09,4.80587e-08,18.9498,2.27555,1
425.216,669.244,1034.98,398.916,1025.84,37.5721,2139.73,1735.61,0.000293472,0.221618,1.00909e-08,6.62783e-08,15.0683,0.337298,1
2.72975,123.349,345.701,117.257,410.123,41.2982,2460,1962.18,0.00028568,0.173446,1.06021e-08,6.28119e-08,18.44,9.29928,1
528.031,977.489,849.181,553.756,1010,17.4808,1604.96,1927.18,0.000314436,0.0654921,3.16611e-09,4.41642e-08,29.2408,0.467741,0
292.765,642.55,810.344,293.682,426.362,3.81132,857.993,635.565,0.000338803,0.0697818,2.80507e-09,1.49e-08,24.9235,6.94845,0
509.623,914.733,1349.23,518.598,888.022,14.1707,933.505,511.479,0.000345365,0.145407,7.54006e-09,5.66817e-08,23.439,4.04301,0
702.738,1197.37,1331.87,647.706,1262.42,3.58838,774.64,707.963,0.000392281,0.0805803,3.15219e-09,3.296e-08,25.9832,2.91921,0
293.487,771.076,927.699,360.508,658.641,36.0865,2491.98,2540.51,0.000261414,0.156618,5.47588e-09,5.05386e-08,19.1786,1.57185,1
429.17,835.939,1233.21,409.994,889.524,29.1715,2138.54,2188.82,0.000282926,0.116504,6.13437e-09,4.61167e-08,19.8619,4.92766,1
436.803,907.942,811.189,360.742,924.23,20.251,1405.58,983.928,0.000368159,0.0611547,6.09358e-10,1.50248e-08,22.4076,6.5908,0
365.389,814.336,918.621,336.49,738.774,30.5058,1644.82,1397.38,0.000368881,0.0366944,3.45432e-09,1.07648e-08,27.0116,4.44793,0
571.601,987.785,1100.98,457.938,783.891,26.9,1379.28,1218.71,0.000319183,0.0995758,4.01426e-09,3.60529e-08,16.2543,1.14986,1
208.349,681.012,460.756,237.346,613.975,28.0628,1117.16,1370.78,0.000378952,0.0991878,5.59963e-09,3.44807e-08,25.9849,8.84732,0
376.078,800.217,735.517,303.721,722.988,23.1052,1228.52,1049.64,0.000294021,0.132988,6.5581e-09,4.14596e-08,12.9131,9.91015,1
181.388,486.889,290.992,203.021,389.077,38.9214,2162.09,2124.39,0.000297747,0.0966542,6.5894e-09,3.95085e-08,20.6729,4.73962,1
144.278,428.3,858.569,244.759,591.358,21.4994,1470.53,1637.09,0.000343101,0.166704,9.10382e-09,6.47451e-08,20.1943,1.02781,1
483.435,997.741,838.277,440.514,888.231,18.864,1954.94,1297.81,0.000307189,0.0986276,5.51901e-09,4.05042e-08,20.867,1.13564,1
495.181,1098.48,976.779,495.248,1015.41,19.9471,1309.19,1169.62,0.000334049,0.141212,6.70797e-09,2.02562e-08,21.3744,2.64449,1
591.859,1211.38,1025.36,627.372,902.265,5.62325,236.191,493.032,0.000411013,0.152414,7.20619e-09,3.87019e-08,19.6204,0.609298,1
155.649,571.039,448.523,237.287,433.624,25.9877,1777.8,2165.72,0.000293088,0.127729,4.43737e-09,3.98692e-08,28.036,4.61403,0
173.019,402.568,446.695,178.622,328.214,23.7027,1072.54,1454.85,0.000344815,0.136565,6.07082e-09,3.2834e-08,25.5,1.27567,0
388.861,853.798,860.464,374.032,800.992,19.1698,1481.08,1657.04,0.000351998,0.122678,7.41901e-09,4.47888e-08,20.2811,1.61104,1
421.368,660.021,799.24,269.348,738.604,23.9688,1349.89,1210.68,0.000367285,0.0822714,2.20276e-09,1.27053e-08,24.5147,1.13609,0
417.146,863.148,1415.08,367.427,843.359,27.9996,1315.38,1390.17,0.000300099,0.134549,6.87688e-09,3.92913e-08,16.6494,4.76217,1
371.677,869.171,1120.78,427.489,551.983,28.5791,1276.96,1604,0.000342145,0.120534,5.85734e-09,3.73928e-08,21.2462,9.96058,1
129.366,645.596,633.424,217.243,450.135,23.0358,1174.48,920.884,0.000351993,0.130976,2.5291e-09,3.05826e-08,21.7992,1.77813,1
624.756,1099.74,1208.66,656.381,962.555,21.2251,1193.01,1484.17,0.000296447,0.0380105,1.60721e-09,1.66732e-08,24.6329,1.96724,0
495.415,1040.14,1095.82,477.93,858.403,28.5946,1745.42,1327.79,0.000315378,0.125036,5.4406e-09,6.65072e-08,20.9832,1.40478,1
402.573,778.104,866.944,381.681,817.344,23.3185,1556.58,1789.71,0.000303079,0.0887198,3.8493e-09,3.15446e-08,19.9636,4.73127,1
557.967,1103.7,1041.54,507.929,1118.47,33.4903,1666.43,1773.93,0.00033014,0.147374,4.81626e-09,4.41152e-08,18.2858,4.65054,1
275.626,794.276,1295.68,369.079,481.874,18.2883,1596.33,1459.92,0.000358622,0.0903543,3.37304e-09,2.99571e-08,28.4383,1.18575,0
594.725,1016.86,1072.47,546.657,914.307,26.3542,1138.54,1458.78,0.000313786,0.0664163,3.08014e-09,4.42661e-08,25.2928,1.86335,0
281.83,370.507,787.841,250.464,645.286,14.5145,958.871,815.456,0.000366337,0.16322,8.03935e-09,5.4223e-08,23.9099,4.249,0
197.763,488.432,437.633,187.825,416.446,26.2518,1498.17,1270.99,0.000338786,0.129928,3.71115e-09,4.07715e-08,18.0451,1.73605,1
373.218,808.589,1012.03,367.219,848.896,30.2599,1929.93,2096.84,0.000292023,0.0788223,4.12944e-09,2.82892e-08,20.4885,2.5649,1
571.654,1119.2,1435.63,487.779,863.813,22.6822,980.236,1134.03,0.00033379,0.0885004,5.2463e-09,4.25241e-08,28.1465,4.9913,0
283.098,407.485,533.719,288.581,640.113,28.0465,1945.11,1907.45,0.000328728,0.0911575,6.14779e-09,2.09486e-08,15.2031,2.89249,1
297.614,732.518,658.817,271.867,652.7,21.7936,1329.39,1294.12,0.000389434,0.0967172,6.22547e-09,2.92984e-08,21.119,0.252951,1
655.294,1164.77,1250.69,521.445,1122.08,26.2344,1114.01,839.726,0.000362764,0.0946512,4.87439e-09,3.83093e-08,29.9049,2.55638,0
459.38,988.578,850.52,487.135,927.01,23.9697,1251.51,1736.49,0.000369422,0.0780896,4.6399e-09,1.26673e-08,21.5952,0.875042,1
339.676,993.814,854.295,365.714,564.388,21.3359,1565.47,1228.12,0.000324101,0.243086,1.21484e-08,1.05604e-07,11.9727,1.65489,1
214.384,303.611,510.249,160.652,444.599,37.183,1869.41,1995.11,0.00032554,0.158858,6.01062e-09,5.76551e-08,21.9704,0.651444,1
209.713,686.605,1055.45,179.911,362.65,33.0096,1916.36,2667.55,0.000314449,0.134232,6.65859e-09,3.69048e-08,22.2842,6.49261,1
436.25,1067.67,827.755,384.076,686.028,25.9437,1171.88,1161.8,0.000353231,0.0713721,2.73685e-09,2.66608e-08,22.8627,5.09988,0
446.543,604.573,776.24,405.863,780.428,18.2419,1272.51,1865.09,0.000321319,0.152675,5.72801e-09,3.71443e-08,14.6715,0.700312,1
426.785,1221.27,1131.23,475.908,866.203,25.929,1806.41,1589.53,0.000353281,0.137299,2.97426e-09,1.79954e-08,23.9177,2.70021,0
312.05,605.991,946.185,262.29,589.704,29.7049,1661.42,1708.04,0.000312036,0.162239,7.70885e-09,7.14847e-08,17.3879,1.74527,1
526.716,927.794,1126.84,491.39,1040.69,21.8984,1448.02,1463.9,0.000359744,0.149198,6.7392e-09,7.30303e-08,20.4856,1.23373,1
246.064,775.285,731.447,273.051,542.765,33.8001,2109.62,2206.49,0.000315914,0.145502,6.36079e-09,4.40083e-08,30.7933,1.48452,0
368.346,802.483,1065,307.463,659.919,34.9276,1897.22,1835.83,0.000332987,0.0765012,2.87929e-09,2.96846e-08,20.063,0.547108,1
347.138,720.753,778.943,429.275,758.471,21.8126,1807.4,1986.87,0.000330885,0.181133,7.72199e-09,8.49413e-08,20.2619,0.931689,1
327.827,850.678,940.456,363.158,752.318,15.2318,1090.59,380.966,0.000361256,0.139436,5.95513e-09,5.01285e-08,18.4268,0.824504,1
279.642,758.742,769.419,284.442,687.329,29.1946,1411.6,1505.47,0.000336225,-0.00259613,3.47605e-09,1.88466e-08,33.1933,3.87271,0
468.392,795.237,1022.13,435.697,751.168,44.238,1986.03,2144.23,0.000304309,0.0389566,9.71455e-10,2.24494e-08,22.4538,3.7759,0
466.634,829.848,899.718,308.036,725.422,36.7365,2105.47,1974.84,0.000265864,0.0162044,-1.50618e-09,-1.29493e-08,25.8259,3.91345,0
304.453,815.19,1278.84,442.708,856.946,24.5367,1222.86,1120.99,0.00035537,0.094445,5.05129e-09,3.13484e-08,26.8873,11.2689,0
551.761,1086.47,982.434,520.685,896.312,31.5827,1483.13,1725.24,0.000285431,0.122472,3.95924e-09,3.3548e-08,18.562,0.364758,1
519.408,831.386,1010.17,471.946,950.448,8.01679,1050.22,528.829,0.000367833,0.090333,2.68587e-09,2.07595e-08,20.4509,4.18991,1
319,615.08,409.026,275.478,620.538,20.0788,1083.09,982.714,0.000357832,0.174622,5.27745e-09,5.29651e-08,23.6923,0.546592,0
472.413,585.559,1134.99,368.975,744.867,29.3464,2145.14,1569.65,0.00029933,0.204065,8.90658e-09,7.86929e-08,15.7337,4.04056,1
256.306,720.434,887.921,245.043,415.449,23.5813,1436.76,1042.28,0.000359195,0.0977149,2.78801e-09,2.77754e-08,24.3418,1.82773,0
234.465,520.632,522.767,169.146,423.292,29.3031,2075.27,1987.42,0.000319,0.140711,7.36713e-09,3.51901e-08,24.1376,1.97925,0
331.717,612.359,856.405,300.006,721.4,32.4668,2091.17,1673.8,0.000299432,0.0478964,1.11261e-09,1.87717e-08,18.9291,0.754693,1
318.021,691.625,682.783,286.529,761.278,33.1873,2035.33,1731.94,0.000330615,0.0662206,4.78649e-09,4.85222e-08,26.3124,2.40135,0
478.412,990.307,1053.13,416.347,922.605,36.7131,2141.59,1674.59,0.000292114,0.07733,4.48636e-09,2.32992e-08,25.4992,1.08355,0
309.472,890.757,1021.07,297.785,643.731,30.5096,2200.63,1896.43,0.000338207,0.142817,6.28821e-09,3.51393e-08,20.4018,2.80103,1
675.757,1105.09,1110.17,595.335,1169.29,15.4478,965.992,656.763,0.000345944,0.119461,3.5656e-09,3.9443e-08,22.4581,1.59615,0
488.179,823.442,991.833,516.912,858.999,17.6616,1325.04,879.758,0.000348036,0.164574,6.152e-09,6.60642e-08,22.5492,2.21053,0
459.759,1181.26,946.726,428.519,913.565,30.8556,1183.52,1774.04,0.000303217,0.0115546,-1.56104e-10,-3.61069e-09,31.5215,4.73869,0
283.481,410.155,403.086,144.836,426.026,14.7929,861.69,485.019,0.000373441,0.0949366,3.46981e-09,2.34888e-08,27.1938,0.18104,0
631.76,903.404,835.402,471.682,790.291,44.3311,2442.41,2670.69,0.000268495,0.121329,6.37861e-09,4.74521e-08,19.2318,4.2352,1
299.737,616.553,822.713,339.724,805.849,8.05081,593.191,991.998,0.000351069,0.180446,9.00425e-09,5.58938e-08,16.5299,1.36679,1
135.694,483.773,306.954,165.676,388.092,19.5078,1203.34,1150.38,0.000348471,0.0520312,7.00342e-10,2.3939e-08,24.2903,3.37052,0
